ランキング,タイトル,総合得点(点),評価件数(件),お気に入り人数(人),評価,物語,作画,声優,音楽,キャラ,ジャンル,放送時期,制作会社,声優陣
472,黒執事（TVアニメ動画）,78.6,1361,7947,3.9,3.8,4.0,4.0,3.7,4.0,TVアニメ動画,2008年秋アニメ,A-1 Pictures,坂本真綾、小野大輔、東地宏樹、梶裕貴、加藤英美里、藤村俊二、田村ゆかり、朴璐美、福山潤、遊佐浩二、矢作紗友里、諏訪部順一、鈴木達央、杉山紀彰、矢島晶子、山口孝史、青山穣、菅沼久義、勝杏里、立花慎之介、安元洋貴、日野聡
473,食戟のソーマ（TVアニメ動画）,78.6,1217,7163,3.9,3.9,3.9,3.9,3.7,4.0,TVアニメ動画,2015年春アニメ,J.C.STAFF,松岡禎丞、種田梨沙、高橋未奈美、石上静香、花江夏樹、小野友樹、櫻井孝宏、茅野愛衣、内田真礼、村田太志、小林裕介、大西沙織、中村悠一、能登麻美子、子安武人
474,劇場版 とある魔術の禁書目録 エンデュミオンの奇蹟（アニメ映画）,78.5,1438,8528,3.8,3.6,4.0,3.9,3.8,3.9,アニメ映画,2013年2月23日,J.C.STAFF,阿部敦、井口裕香、佐藤利奈、三澤紗千香、日笠陽子、佐倉綾音、新井里美、豊崎愛生、伊藤かな恵、伊藤静、谷山紀章、能登麻美子、勝杏里、岡本信彦、ささきのぞみ、川原慶久、こやまきみこ
475,ゆるゆり♪♪（TVアニメ動画）,78.5,1600,8344,3.8,3.7,3.8,3.8,3.7,4.1,TVアニメ動画,2012年夏アニメ,動画工房,三上枝織、大坪由佳、津田美波、大久保瑠美、藤田咲、豊崎愛生、加藤英美里、三森すずこ、竹達彩奈、斎藤千和、日高里菜
476,ハイキュー！！ 烏野高校 VS 白鳥沢学園高校（TVアニメ動画）,78.4,563,3010,4.0,4.1,4.1,4.0,3.8,4.1,TVアニメ動画,2016年秋アニメ,プロダクションI.G,村瀬歩、石川界人、日野聡、入野自由、林勇、細谷佳正、岡本信彦、内山昂輝、斉藤壮馬、増田俊樹、名塚佳織、諸星すみれ、神谷浩史、田中一成、竹内良太、木村昴、豊永利行、丹沢晃之、寺島拓篤、中尾隆聖、土屋神葉、福田賢二、大森大樹
477,ワンパンマン（第2期）（TVアニメ動画）,78.5,548,2924,3.7,3.6,3.6,3.7,3.5,3.8,TVアニメ動画,2019年春アニメ,J.C.STAFF,古川慎、石川界人、梶裕貴、安元洋貴、早見沙織、緑川光、松風雅也
478,映画 中二病でも恋がしたい！ -Take On Me-（アニメ映画）,78.5,327,1970,4.0,3.9,4.3,4.1,3.9,4.1,アニメ映画,2018年1月6日,京都アニメーション,福山潤、内田真礼、赤﨑千夏、浅倉杏美、上坂すみれ、長妻樹里、保志総一朗、仙台エリ、福原香織、井上喜久子、岩男潤子
479,機動警察パトレイバー2 the Movie（アニメ映画）,78.5,331,1731,4.2,4.3,4.3,4.1,4.1,4.2,アニメ映画,1993年8月7日,プロダクションI.G,冨永みーな、古川登志夫、池水通洋、二又一成、大林隆介、榊原良子、郷里大輔、千葉繁、阪脩、西村知道、根津甚八、竹中直人
480,お兄ちゃんだけど愛さえあれば関係ないよねっ（TVアニメ動画）,78.4,1862,10897,3.5,3.2,3.6,3.6,3.4,3.7,TVアニメ動画,2012年秋アニメ,SILVER LINK.,木戸衣吹、逢坂良太、茅原実里、下田麻美、喜多村英梨
481,極黒のブリュンヒルデ（TVアニメ動画）,78.4,1686,9390,3.6,3.5,3.6,3.7,3.5,3.8,TVアニメ動画,2014年春アニメ,ARMS,逢坂良太、種田梨沙、洲崎綾、M・A・O、田所あずさ、東地宏樹、鈴木達央、沼倉愛美、内山夕実、能登麻美子
482,えむえむっ！（TVアニメ動画）,78.4,1635,9092,3.6,3.4,3.6,3.8,3.4,3.8,TVアニメ動画,2010年秋アニメ,ジーベック,竹達彩奈、福山潤、早見沙織、佐藤利奈、田中理恵、阿澄佳奈、大原さやか、儀武ゆう子、矢作紗友里、代永翼、杉田智和
483,Phantom ～Requiem for the Phantom～（TVアニメ動画）,78.3,1061,7003,3.8,4.0,3.8,3.8,3.7,3.9,TVアニメ動画,2009年春アニメ,ビィートレイン,高垣彩陽、入野自由、沢城みゆき、久川綾、千葉一伸、渡辺明乃、千葉進歩、志村知幸、保志総一朗
484,七つの大罪（TVアニメ動画）,78.3,1409,8371,3.8,3.8,3.7,3.9,3.7,3.8,TVアニメ動画,2014年秋アニメ,,
485,ハイスクールDxD NEW（TVアニメ動画）,78.3,1092,7678,3.8,3.7,3.8,3.9,3.6,4.0,TVアニメ動画,2013年夏アニメ,ティー・エヌ・ケー,梶裕貴、日笠陽子、浅倉杏美、伊藤静、竹達彩奈、野島健児、種田梨沙、内田真礼、山崎はるか、内匠靖明、中國卓郎
486,劇場版 ガールズ&パンツァー（アニメ映画）,78.3,843,4307,4.2,4.2,4.4,4.2,4.2,4.3,アニメ映画,2015年11月21日,アクタス,渕上舞、茅野愛衣、尾崎真実、中上育実、井口裕香、福圓美里、高橋美佳子、植田佳奈、菊地美香、吉岡麻耶、桐村まり、中村桜、仙台エリ、森谷里美、井上優佳、大橋歩夕、竹内仁美、中里望、小松未可子、多田このみ、山岡ゆり、秋奈、井澤詩織、山本希望、葉山いくみ、瀬戸麻沙美
487,僕のヒーローアカデミア（第3期）（TVアニメ動画）,78.3,365,2229,3.9,4.0,3.9,3.9,3.8,4.0,TVアニメ動画,2018年春アニメ,ボンズ,山下大輝、岡本信彦、佐倉綾音、石川界人、梶裕貴、悠木碧、井上麻里奈、増田俊樹、諏訪部順一、内山昂輝、三宅健太、大塚明夫
488,じょしらく（TVアニメ動画）,78.2,1714,8060,3.7,3.6,3.6,3.8,3.7,3.9,TVアニメ動画,2012年夏アニメ,J.C.STAFF,佐倉綾音、山本希望、小岩井ことり、南條愛乃、後藤沙緒里
489,ストライクウィッチーズ2（TVアニメ動画）,78.2,1477,8041,3.9,3.7,3.9,3.9,3.7,4.1,TVアニメ動画,2010年夏アニメ,AIC,福圓美里、世戸さおり、名塚佳織、沢城みゆき、田中理恵、園崎未恵、野川さくら、斎藤千和、小清水亜美、門脇舞以、大橋歩夕
490,モブサイコ100（TVアニメ動画）,78.2,816,4147,3.9,3.9,3.9,3.8,3.7,3.9,TVアニメ動画,2016年夏アニメ,ボンズ,伊藤節生、櫻井孝宏、大塚明夫、入野自由、松岡禎丞、細谷佳正、藤村歩、種﨑敦美、佐武宇綺
491,妹さえいればいい。（TVアニメ動画）,78.2,690,3260,3.6,3.5,3.6,3.7,3.6,3.7,TVアニメ動画,2017年秋アニメ,SILVER LINK.,小林裕介、山本希望、金元寿子、加隈亜衣、日野聡、鳥海浩輔、代永翼、沼倉愛美、藤田茜
492,痛いのは嫌なので防御力に極振りしたいと思います。（TVアニメ動画）,78.2,636,2459,3.5,3.3,3.7,3.6,3.4,3.6,TVアニメ動画,2020年冬アニメ,SILVER LINK.,本渡楓、野口瑠璃子、早見沙織、新井里美、加隈亜衣、諏訪ななか、杉山紀彰、佐藤聡美、小野賢章、山崎たくみ、竹達彩奈、神奈延年、佐藤利奈、山口勝平、石田彰、皆口裕子、丹下桜
493,機巧少女は傷つかない（TVアニメ動画）,78.1,1620,10738,3.6,3.4,3.6,3.6,3.7,3.7,TVアニメ動画,2013年秋アニメ,ラルケ,下野紘、原田ひとみ、高本めぐみ、阿澄佳奈、岡本信彦、中田譲治、伊藤静、ゆかな、茅野愛衣、小倉唯、小野友樹、梶裕貴、櫻井孝宏、諏訪部順一、種田梨沙、西明日香、能登麻美子、花澤香菜
494,劇場版 PSYCHO-PASS サイコパス（アニメ映画）,78.1,1036,6588,4.1,4.0,4.3,4.1,4.1,4.0,アニメ映画,2015年1月9日,プロダクションI.G,花澤香菜、野島健児、佐倉綾音、伊藤静、櫻井孝宏、沢城みゆき、東地宏樹、山路和弘、日髙のり子、神谷浩史、石塚運昇、関智一
495,劇場版SHIROBAKO（アニメ映画）,78.2,215,1129,4.0,3.9,4.2,4.0,3.8,4.1,アニメ映画,2020年2月29日,ピーエーワークス,木村珠莉、佳村はるか、千菅春香、髙野麻美、大和田仁美、佐倉綾音、山岡ゆり、葉山いくみ、米澤円、井澤詩織、田丸篤志、松風雅也、中原麻衣、吉野裕行、小林裕介、檜山修之、こぶしのぶゆき
496,のんのんびより のんすとっぷ（TVアニメ動画）,78.1,315,1085,4.0,3.8,4.0,4.0,3.8,4.1,TVアニメ動画,2021年冬アニメ,SILVER LINK.,小岩井ことり、村川梨衣、佐倉綾音、阿澄佳奈、名塚佳織、佐藤利奈、福圓美里、新谷良子
497,ましろ色シンフォニー -The color of lovers-（TVアニメ動画）,78.0,1458,8167,3.6,3.5,3.7,3.6,3.6,3.8,TVアニメ動画,2011年秋アニメ,,
498,寄生獣 セイの格率（TVアニメ動画）,78.0,1523,7403,3.8,4.1,3.7,3.8,3.6,3.8,TVアニメ動画,2014年秋アニメ,マッドハウス,平野綾、島﨑信長、花澤香菜、沢城みゆき、安野希世乃、前田玲奈、田中敦子、吉野裕行、KENN、芹澤優、鈴木琢磨、村瀬歩、石田彰、水島裕、二又一成、井上和彦、青柳尊哉、浪川大輔
499,劇場版 銀魂 完結篇 万事屋よ永遠なれ（アニメ映画）,78.0,720,4626,4.2,4.2,4.2,4.3,4.1,4.4,アニメ映画,2013年7月6日,,
500,夏目友人帳 陸（TVアニメ動画）,78.0,467,2513,3.9,4.0,3.8,4.0,3.8,4.0,TVアニメ動画,2017年春アニメ,朱夏,神谷浩史、井上和彦、小林沙苗、石田彰、堀江一眞、木村良平、菅沼久義、沢城みゆき、佐藤利奈、伊藤美紀、伊藤栄次、諏訪部順一
501,機動警察パトレイバー the Movie（アニメ映画）,78.0,357,1739,4.1,4.2,4.2,4.0,4.0,4.1,アニメ映画,1989年7月15日,スタジオディーン,冨永みーな、古川登志夫、池水通洋、二又一成、大林隆介、榊原良子、郷里大輔、井上瑤、千葉繁、阪脩、西村知道、辻谷耕史、辻村真人、小島敏彦
502,攻殻機動隊S.A.C. Solid State Society[ソリッドステートソサイエティ]（OVA）,77.9,863,5318,4.2,4.2,4.3,4.2,4.2,4.3,OVA,2006年9月1日,www.production-ig.co.jp/contents/works_sp/1590_/index.html,
503,おおきく振りかぶって 夏の大会編（TVアニメ動画）,77.9,939,5173,3.9,4.1,3.8,3.9,3.8,4.0,TVアニメ動画,2010年春アニメ,A-1 Pictures,代永翼、中村悠一、谷山紀章、下野紘、佐藤雄大、鈴木千尋、保村真、角研一郎、福山潤、木村良平、早水リサ、室園丈裕、福圓美里、私市淳
504,ロクでなし魔術講師と禁忌教典（TVアニメ動画）,77.9,875,4707,3.4,3.3,3.4,3.5,3.4,3.5,TVアニメ動画,2017年春アニメ,ライデンフィルム,斉藤壮馬、藤田茜、宮本侑芽、小澤亜李、高橋広樹、喜多村英梨
505,どろろ（TVアニメ動画）,77.9,468,1894,3.8,3.8,3.9,3.7,3.7,3.8,TVアニメ動画,2019年冬アニメ,MAPPA / 手塚プロダクション,鈴木拡樹、鈴木梨央、佐々木睦、内田直哉、千葉翔也、大塚明夫、中村千絵、麦人
506,劇場版 響け！ユーフォニアム ～届けたいメロディ～（アニメ映画）,77.9,207,1174,4.3,4.1,4.4,4.2,4.4,4.2,アニメ映画,2017年9月30日,京都アニメーション,黒沢ともよ、朝井彩加、豊田萌絵、安済知佳、寿美菜子、早見沙織、茅原実里、石谷春貴、沼倉愛美、櫻井孝宏
507,ヨスガノソラ（TVアニメ動画）,77.8,2652,14462,3.6,3.3,3.7,3.5,3.6,3.6,TVアニメ動画,2010年秋アニメ,feel.,下野紘、田口宏子、阪田佳代、いのくちゆか、小野涼子、岡嶋妙、田中涼子、峰岸由香里、中國卓郎
508, IS2 [インフィニットストラトス２]（TVアニメ動画）,77.8,1752,11565,3.5,3.1,3.6,3.8,3.4,3.8,TVアニメ動画,2013年秋アニメ,,
509,宇宙兄弟（TVアニメ動画）,77.8,1036,5715,3.9,4.2,3.7,3.9,3.7,4.0,TVアニメ動画,2012年春アニメ,A-1 Pictures,平田広明、沢城みゆき、池田昌子、KENN
510,天鏡のアルデラミン（TVアニメ動画）,77.8,861,4783,3.7,3.9,3.6,3.7,3.6,3.8,TVアニメ動画,2016年夏アニメ,マッドハウス,岡本信彦、種田梨沙、水瀬いのり、金本涼輔、間島淳司、千菅春香
511,ブレンド・S（TVアニメ動画）,77.8,674,2937,3.7,3.5,3.7,3.7,3.7,3.9,TVアニメ動画,2017年秋アニメ,A-1 Pictures,和氣あず未、鬼頭明里、春野杏、種﨑敦美、徳井青空、前野智昭、鈴木達央
512,劇場版ポケットモンスター ココ（アニメ映画）,77.8,13,76,4.2,4.2,4.5,4.2,4.2,4.2,アニメ映画,2020年12月25日,OLM,松本梨香、大谷育江、林原めぐみ、三木眞一郎、犬山イヌコ、堀内賢雄
513,いちばんうしろの大魔王（TVアニメ動画）,77.7,1622,10190,3.5,3.4,3.5,3.6,3.3,3.7,TVアニメ動画,2010年春アニメ,アートランド,近藤隆、豊崎愛生、日笠陽子、悠木碧、代永翼、伊藤静、広橋涼、たかはし智秋
514,このはな綺譚（TVアニメ動画）,77.7,517,2238,3.8,3.8,3.9,3.7,3.6,3.9,TVアニメ動画,2017年秋アニメ,ラルケ,大野柚布子、秦佐和子、諏訪彩花、久保田梨沙、加隈亜衣、沼倉愛美
515,ヴァイオレット・エヴァーガーデン Extra Episode（その他）,77.7,163,1031,4.1,3.9,4.4,4.0,4.0,4.0,その他,2018年7月4日,,
516,劇場版 ガンダム Gのレコンギスタ I 行け！コア・ファイター（アニメ映画）,77.7,12,74,4.4,4.3,4.3,4.5,4.2,4.5,アニメ映画,2019年11月29日,サンライズ,石井マーク、嶋村侑、森川智之、佐藤拓也、福井裕佳梨、小山剛志、逢坂良太、辻親八、高垣彩陽、寿美菜子
517,ネトゲの嫁は女の子じゃないと思った？（TVアニメ動画）,77.6,1172,6463,3.5,3.4,3.5,3.6,3.4,3.6,TVアニメ動画,2016年春アニメ,project No.9,豊永利行、日高里菜、水瀬いのり、M・A・O、大和田仁美、南條愛乃
518,空の境界 第五章 矛盾螺旋[ムジュンラセン]（アニメ映画）,77.6,822,4763,4.2,4.3,4.4,4.1,4.2,4.2,アニメ映画,2008年8月16日,ufotable,坂本真綾、鈴村健一、本田貴子、藤村歩、東地宏樹、中田譲治
519,ふしぎの海のナディア（TVアニメ動画）,77.6,554,2987,3.9,4.0,3.6,3.9,4.0,4.0,TVアニメ動画,1990年春アニメ,GAINAX,鷹森淑乃、日髙のり子、水谷優子、滝沢久美子、堀内賢雄、桜井敏治、清川元夢、大塚明夫、井上喜久子
520,うる星やつら2 ビューティフル・ドリーマー（アニメ映画）,77.6,360,1631,4.1,4.3,4.0,4.1,3.9,4.2,アニメ映画,1984年2月11日,pierrot.jp/archives/mov_list_20th/mov_002.html,平野文、古川登志夫、島津冴子、神谷明、鷲尾真知子、田中真弓、千葉繁、村山明、藤岡琢也
521,推しが武道館いってくれたら死ぬ（TVアニメ動画）,77.6,369,1278,3.8,3.8,3.8,3.9,3.7,4.0,TVアニメ動画,2020年冬アニメ,エイトビット,ファイルーズあい、立花日菜、本渡楓、長谷川育美、榎吉麻弥、石原夏織、和多田美咲、伊藤麻菜美、前野智昭、山谷祥生、市ノ瀬加那
522,ぼくの生まれた日（アニメ映画）,77.6,11,110,4.3,4.1,4.3,4.4,4.2,4.3,アニメ映画,2002年3月9日,,
523,神様はじめました（TVアニメ動画）,77.5,1375,6820,3.7,3.7,3.7,3.7,3.7,3.8,TVアニメ動画,2012年秋アニメ,トムス・エンタテインメント,三森すずこ、立花慎之介、岸尾だいすけ、岡本信彦、石田彰、佐藤聡美、浪川大輔、堀江由衣、高橋広樹、大久保ちか、新子夏代、森嶋秀太、山﨑バニラ
524,劇場版　魔法少女まどか☆マギカ　[前編]始まりの物語　[後編]永遠の物語（アニメ映画）,77.5,1043,6086,4.1,4.1,4.1,4.1,4.2,4.1,アニメ映画,2012年10月6日,,
